Date,Predominant function of establishment,Establishment,Adjudicator,Sex,Age group,Ethnicity,Religion,Offence,Detailed offence,Punishment,No of days,Count,Sum
Q1,Category A (High Security),Belmarsh,Governor,M,21 - 24,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,Stoppage of earnings,.,2,0
Q1,Category A (High Security),Belmarsh,Governor,M,21 - 24,f Not known,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Caution,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,21 - 24,f Not known,b Muslim,Other offences,Absent from where he should be/Present where he should not,Cellular Confinement,7,1,7
Q1,Category A (High Security),Belmarsh,Governor,M,21 - 24,f Not known,b Muslim,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,21 - 24,f Not known,b Muslim,Unauthorised transactions,Drug related offence,Caution,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,21,1,21
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,21,1,21
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,5,1,5
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,28,1,28
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,21,1,21
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Other offences,Denies access,Forfeiture of Privileges,28,1,28
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Fights with any person,Forfeiture of Privileges,28,1,28
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Wilful Damage,Cause damage to any part of a prison,Caution,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Caution,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,28,1,28
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,7,1,7
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Drug related offence,Caution,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Assault on a prisoner,Forfeiture of Privileges,42,1,42
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Assault on a prisoner,Stoppage of earnings,28,1,28
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Assault on a prisoner,Stoppage of earnings,42,1,42
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Fights with any person,Caution,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Wilful Damage,Cause damage to any part of a prison,Others,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,5,1,5
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,28,1,28
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,21,1,21
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,i No religion,Violence,Assault on a prisoner,Forfeiture of Privileges,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,i No religion,Violence,Assault on a prisoner,Removal from activity/living unit,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,21,1,21
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Cellular Confinement,6,1,6
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,21,2,42
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,28,1,28
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,21,2,42
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,28,1,28
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Caution,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Cellular Confinement,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,28,1,28
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,d Other ethnic group,b Muslim,Violence,Fights with any person,Cellular Confinement,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,d Other ethnic group,b Muslim,Violence,Fights with any person,Forfeiture of Privileges,14,2,28
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Caution,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Cellular Confinement,10,1,10
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,21,1,21
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,28,2,56
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,42,2,84
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,28,1,28
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,b Muslim,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,7,1,7
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,b Muslim,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,b Muslim,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,28,1,28
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,b Muslim,Violence,Assault on a prisoner,Forfeiture of Privileges,21,1,21
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,b Muslim,Wilful Damage,Cause damage to any part of a prison,Stoppage of earnings,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,Sell unauthorised articles,Forfeiture of Privileges,7,1,7
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,i No religion,Violence,Fights with any person,Forfeiture of Privileges,21,1,21
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,i No religion,Violence,Fights with any person,Stoppage of earnings,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,25 - 29,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,Forfeiture of Privileges,7,1,7
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,7,1,7
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,7,1,7
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Violence,Fights with any person,Forfeiture of Privileges,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Violence,Fights with any person,Removal from activity/living unit,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,21,2,42
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,21,2,42
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Wilful Damage,Cause damage to any part of a prison,Stoppage of earnings,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,21,1,21
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,21,1,21
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Caution,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences, Endangers health/safety of any person,Forfeiture of Privileges,42,1,42
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences, Endangers health/safety of any person,Removal from activity/living unit,21,1,21
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,28,1,28
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,42,1,42
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Wilful Damage,Cause damage to any part of a prison,Caution,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,Disobeys any lawful order,Caution,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,5,1,5
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,14,2,28
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,21,1,21
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Other offences,Absent from where he should be/Present where he should not,Cellular Confinement,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Cellular Confinement,7,1,7
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,28,1,28
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,7,1,7
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,d Other ethnic group,a Christian,Violence,Fights with any person,Caution,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,d Other ethnic group,b Muslim,Disobedience/disrespect,Is disrespectful,Cellular Confinement,7,1,7
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,d Other ethnic group,b Muslim,Disobedience/disrespect,Is disrespectful,Forfeiture of Privileges,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,d Other ethnic group,b Muslim,Violence,Fights with any person,Forfeiture of Privileges,14,1,14
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Caution,.,1,0
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,5,1,5
Q1,Category A (High Security),Belmarsh,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,7,1,7
